AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,ACTIVIDA,UBIGEO,DOMINIO,ESTRATO,CODINFOR,PERIODO,E1,E1A1,E1B,E2,E3,E4A1,E4B1,E4A2,E4B2,E4A3,E4B3,E4A4,E4B4,E4A5,E4B5,E5,E6A,E6B,E8A,E8B,E8C,E9A,E9A1,E13A,E13B,E13C,E14T,E15,E15GG,E16T,E17T,E18,E18GG,E19T,E20T,E21,E21GG,E22T,E23ST,E23T,E24T,E25ST1,E25ST2,E25ST3,E25ST4,E25T1,E25T2,E25T3,TICUEST04,TIPOCUESTIONARIO,FACTORA07,FACTOR_P,NCONGLOME,SUB_CONGLOME
2021,08,018754,165,11,02,1,160108,7,7,02,2,3,8,4,1, , , , , , , , , , , ,2,4,0,1,0,0,12,0,0,2,0, , , , ,606,2, , , , , , ,0,0, ,0,0,606,606,0,0,606,2,2,78.8627853393555,82.6796834406362,007972,00
2021,08,018754,165,11,02,2,160108,7,7,02,2,3,6,4,4, , , , , , , , , , , ,2,1,6,2,0,1,12,0,0,0,3, , , , , , , , ,455,1,26,26,2,2,0,0,0,455,455,0,2,453,2,2,78.8627853393555,82.6796834406362,007972,00
2021,08,018754,165,11,04,1,160108,7,7,04,2,3,6,4,4, , , , , , , , , , , ,2,1,6,2,0,1,12,0,0,0,3, , , , , , , , ,455,1,26,26,2,2,0,0,0,455,455,0,2,453,2,2,117.022071838379,109.143397682145,007972,00
2021,10,018755,095,11,02,2,160401,7,7,02,4,3,6,3,10,1,2, ,2, ,1,2,2, ,2, ,2,0,3,2,0,1,3,0,0,2,0, , , , ,662,1,74,563, , , , ,0,0,0,0,173,0,173,0,0,173,2,2,94.3559341430664,99.8072276319806,008089,00
2021,10,018755,270,11,01,2,160401,7,7,01,4,3,8,4,10,1,1,2,2, ,2, ,2, ,2, ,2,0,2,1,0,0,2,0,0,0,3, , , , , , , , ,65,1,13,30,0,0, ,0,0,48,48,0,0,48,2,2,137.545928955078,131.590186868084,008089,00
2021,10,018755,272,11,01,2,160401,7,7,01,4,3,8,4,10,1,2, ,2, ,1,2,2, ,2, ,2,0,1,3,0,2,0,1,1,0,0,433,1,303,346, , , , , , , , ,5,5,0,0,390,0,390,0,5,385,2,2,122.347007751465,111.711985263074,008089,00
2021,12,018756,067,11,01,1,160403,7,7,01,2,3,8,4,6,3,1,2,2, ,1,3,2, ,2, ,1,0,2,2,0,1,2,0,0,2,0, , , , ,6591,1,303,6257, , , , ,34,34,0,0,637,0,637,0,34,603,2,2,152.872177124023,150.127645847385,008103,00
2021,12,018756,067,11,01,2,160403,7,7,01,2,3,6,4,1, , , , , , , , , , , ,1,4,0,1,0,0,12,0,0,2,0, , , , ,1819,2, , , , , , ,0,0, ,0,0,1819,1819,0,0,1819,2,2,152.872177124023,150.127645847385,008103,00
2021,12,018756,212,11,01,1,160403,7,7,02,2,3,6,4,10,1,2, ,2, ,1,2,2, ,2, ,1,8,0,3,0,2,12,0,0,2,0, , , , ,2165,1,250,1299, , , , ,40,40,0,0,1116,0,1116,0,40,1076,2,2,107.058532714844,104.207871592851,008103,00
2021,12,018756,213,11,06,1,160403,7,7,06,2,3,8,4,3, , , , , , , , , , , ,1,20,0,1,0,0,12,0,0,0,3, , , , , , , , ,3031,2, ,2424,185,185, ,0,0,607,607,0,185,422,2,2,105.754638671875,98.603886539955,008103,00
2021,12,018756,214,11,01,1,160403,7,7,01,2,1, ,3,9,1,2, ,2, ,1,1,2, ,2, ,2,36,0,1,0,0,12,0,1,0,0,6000,2, , , , , , , , , , ,66,66, ,0,0,6000,6000,0,66,5934,2,2,110.039031982422,109.625211572042,008103,00
2021,12,018756,214,11,03,1,160403,7,7,03,2,3,8,4,11,1,2, ,2, ,1,3,2, ,2, ,3,0,2,1,0,0,2,0,0,2,0, , , , ,1500,2, ,730, , , , ,0,0, ,0,770,0,770,0,0,770,2,2,310.821472167969,275.404222075082,008103,00
2021,12,018756,214,11,04,1,160403,7,7,04,2,3,8,4,3, , , , , , , , , , , ,3,15,0,1,0,0,12,0,0,0,3, , , , , , , , ,1039,2, ,866,0,0, ,0,0,173,173,0,0,173,2,2,157.316955566406,146.658378254534,008103,00
2021,12,018756,215,11,01,1,160403,7,7,01,2,3,8,4,3, , , , , , , , , , , ,1,28,0,1,0,0,12,0,0,0,3, , , , , , , , ,2944,2, ,1212,100,100, ,0,0,1732,1732,0,100,1632,2,2,105.754638671875,98.603886539955,008103,00
2021,12,018756,215,11,02,1,160403,7,7,02,2,3,6,4,10,1,2, ,2, ,2, ,2, ,2, ,5,1,0,1,0,0,2,0,0,0,3, , , , , , , , ,1299,1,22,650,10,10, ,0,0,671,671,0,10,661,2,2,87.0558624267578,90.2798157184847,008103,00
2021,04,018757,138,11,01,2,160706,7,8,01,2,3,8,4,10,1,2, ,2, ,2, ,2, ,2, ,2,0,1,1,0,0,1,0,0,2,0, , , , ,50,1,10,28, , , , ,0,0,0,0,32,0,32,0,0,32,2,2,174.830657958984,160.390377844822,007324,00
2021,07,018759,314,11,01,2,160305,7,7,01,3,3,6,3,11,4,2, ,2, ,2, ,2, ,2, ,3,0,1,1,0,0,1,0,1,0,0,100,2, ,0, , , , , , , , ,0,0,0,100,0,0,100,0,0,100,2,2,214.610580444336,217.125514460475,007373,00
2021,03,018760,077,11,02,1,160104,7,7,02,4,3,8,4,10,1,2, ,2, ,2, ,2, ,2, ,4,10,0,2,0,1,8,0,0,0,3, , , , , , , , ,120,1,20,63,3,3,0,0,0,77,77,0,3,74,2,2,130.13899230957,217.10759937398,008022,00
2021,03,018760,252,11,01,1,160104,7,7,01,4,3,8,4,10,1,2, ,2, ,2, ,2, ,2, ,1,47,0,1,0,0,8,0,0,0,3, , , , , , , , ,20,2, , ,0,0, ,0,0,20,20,0,0,20,2,2,38.4920310974121,65.6787366258089,008022,00
2021,03,018760,253,11,01,1,160104,7,7,01,4,3,8,4,10,1,2, ,2, ,2, ,2, ,2, ,5,1,0,1,0,0,12,0,0,2,3, , , , ,152,1,87,150,91,2, ,45,5,5, ,0,89,46,135,0,5,130,2,2,102.455230712891,158.454546460547,008022,00
2021,03,018760,254,11,02,1,160104,7,7,02,4,3,8,4,10,1,2, ,2, ,2, ,2, ,2, ,5,1,0,2,0,1,12,0,0,2,0, , , , ,220,1,43,150, , , , ,22,22,0,0,113,0,113,0,22,91,2,2,115.758544921875,184.311015274118,008022,00
2021,12,018761,014,11,01,2,160605,7,7,00,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,110.039031982422,109.625211572042,008365,00
2021,12,018761,139,11,01,1,160605,7,7,01,1,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,3,0,6,1,0,0,6,0,1,0,0,2165,1,217,70, , , , , , , , ,0,0, ,2312,0,0,2312,0,0,2312,2,2,178.527709960938,161.656534862884,008365,00
2021,12,018761,140,11,01,2,160605,7,7,01,1,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,2,0,3,1,0,0,3,0,1,0,0,400,1,56, , , , , , , , , ,0,0, ,456,0,0,456,0,0,456,2,2,110.039031982422,109.625211572042,008365,00
2021,12,018761,142,11,01,2,160605,7,7,01,1,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,2,3,0,1,0,0,12,0,1,0,0,1039,2, ,22, , , , , , , , ,0,0, ,1017,0,0,1017,0,0,1017,2,2,157.316955566406,146.658378254534,008365,00
2021,12,018761,143,11,04,1,160605,7,7,04,1,3,7,4,2, , , , , , , , , , , ,2,0,1,1,0,0,1,0,1,0,0,20,2, , , , , , , , , , ,0,0, ,0,0,20,20,0,0,20,2,2,307.839111328125,289.952614188301,008365,00
2021,07,018762,033,11,01,2,160108,7,8,01,4,3,7,4,11,4,2, ,2, ,2, ,2, ,2, ,2,0,2,1,0,0,1,0,1,0,0,520,1,78, , , , , , , , , ,13,13, ,598,0,0,598,0,13,585,2,2,99.6829452514648,100.396503002979,007968,00
2021,07,018762,033,11,02,1,160108,7,8,01,4,3,6,4,10,1,2, ,2, ,2, ,2, ,2, ,2,0,3,2,0,1,3,0,0,2,0, , , , ,1005,1,455,539, , , , ,35,35,0,0,921,0,921,0,35,886,2,2,96.9829559326172,95.435217348979,007968,00
2021,07,018762,097,11,01,1,160108,7,8,01,4,3,6,4,3, , , , , , , , , , , ,2,3,10,2,0,1,12,0,0,0,3, , , , , , , , ,8054,2, ,1933,338,338,0,0,0,6121,6121,0,338,5783,2,2,99.6829452514648,100.396503002979,007968,00
2021,07,018762,097,11,01,2,160108,7,8,01,4,3,7,4,11,4,2, ,2, ,2, ,2, ,2, ,2,0,1,1,0,0,1,0,1,0,0,2000,2, ,180, , , , , , , , ,0,0, ,1820,0,0,1820,0,0,1820,2,2,99.6829452514648,100.396503002979,007968,00
2021,07,018762,097,11,03,1,160108,7,8,03,4,3,6,4,10,1,2, ,2, ,2, ,2, ,2, ,2,0,6,1,0,0,6,0,0,2,0, , , , ,303,1,43,217, , , , ,16,16,0,0,129,0,129,0,16,113,2,2,124.601089477539,120.512374859885,007968,00
2021,07,018762,097,11,06,1,160108,7,8,06,4,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,2,0,3,3,0,2,3,0,1,0,0,1600,2, ,137, , , , , , , , ,71,71,0,1463,0,0,1463,0,71,1392,2,2,278.867492675781,265.543191056438,007968,00
2021,04,018764,033,11,01,2,160605,7,8,01,3,3,8,4,10,1,2, ,2, ,2, ,2, ,2, ,2,10,0,1,0,0,12,0,1,0,0,173,1,5,130, , , , , , , , ,5,5,0,48,0,0,48,0,5,43,2,2,132.750106811523,135.546330870314,008363,00
2021,04,018764,033,11,03,2,160605,7,8,03,3,3,8,4,10,3,2, ,2, ,2, ,2, ,2, ,2,0,1,1,0,0,1,0,1,0,0,130,1,9,40, , , , , , , , ,0,0,0,99,0,0,99,0,0,99,2,2,111.521858215332,100.397740071831,008363,00
2021,04,018764,035,11,03,1,160605,7,8,03,3,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,3,2,0,4,3,0,7,0,1,0,0,5000,1,500,950, , , , , , , , ,700,700,900,4550,0,0,4550,900,700,2950,2,2,278.618438720703,241.487513695913,008363,00
2021,04,018764,036,11,04,1,160605,7,8,04,3,3,6,4,10,1,2, ,2, ,2, ,2, ,2, ,2,0,3,1,0,0,3,0,0,2,0, , , , ,65,1,22,30, , , , ,5,5,0,0,57,0,57,0,5,52,2,2,152.85856628418,143.911313104884,008363,00
2021,04,018764,092,11,02,1,160605,7,8,02,3,3,6,4,10,1,2, ,2, ,1,2,2, ,2, ,2,9,0,3,0,2,12,0,0,2,3, , , , ,520,1,303,500,20,2, ,0,185,185,0,0,323,20,343,0,185,158,2,2,152.85856628418,143.911313104884,008363,00
2021,04,018764,092,11,02,2,160605,7,8,02,3,3,8,4,8,1,2, ,2, ,1,2,2, ,2, ,2,2,0,2,0,1,12,0,0,0,3, , , , , , , , ,100,2, ,20,0,0,0,0,0,80,80,0,0,80,2,2,152.85856628418,143.911313104884,008363,00
2021,04,018764,093,11,01,2,160605,7,8,01,3,3,8,4,10,1,2, ,2, ,2, ,2, ,2, ,2,40,0,1,0,0,12,0,0,0,3, , , , , , , , ,25,2, ,0,0,0,0,0,0,25,25,0,0,25,2,2,122.289398193359,119.889700913251,008363,00
2021,04,018764,094,11,01,1,160605,7,8,01,3,3,8,4,10,1,1,3,2, ,1,2,2, ,2, ,2,5,0,1,0,0,12,0,0,0,3, , , , , , , , ,4417,1,260,3118,150,150, ,0,0,1559,1559,0,150,1409,2,2,96.7475662231445,98.7329460967979,008363,00
2021,05,018765,011,11,01,1,160502,7,6,01,3,3,8,4,10,1,2, ,2, ,2, ,2, ,2, ,4,30,0,1,0,0,10,0,0,0,3, , , , , , , , ,50,2, , ,0,0, ,0,0,50,50,0,0,50,2,2,104.860343933105,109.152433990198,008179,00
2021,05,018765,053,11,01,2,160502,7,6,01,3,3,8,4,2, , , , , , , , , , , ,2,0,1,1,0,0,1,0,0,0,3, , , , , , , , ,25,2, , ,0,0, ,0,0,25,25,0,0,25,2,2,122.289398193359,119.889700913251,008179,00
2021,05,018765,066,11,01,1,160502,7,6,01,3,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,2,11,0,1,0,0,12,0,1,0,0,600,1,25,83, , , , , , , , ,0,0, ,542,0,0,542,0,0,542,2,2,117.528030395508,107.836420989624,008179,00
2021,05,018765,094,11,01,2,160502,7,6,06,3,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,2,20,0,1,0,0,12,0,1,0,0,173,1,40, , , , , , , , , ,18,18, ,213,0,0,213,0,18,195,2,2,89.9458084106445,84.14547862448,008179,00
2021,05,018765,094,11,06,2,160502,7,6,06,3,3,8,4,10,1,2, ,2, ,1,2,2, ,2, ,2,0,3,2,0,1,3,0,0,2,0, , , , ,650,1,22,563, , , , ,3,3,0,0,109,0,109,0,3,106,2,2,278.618438720703,241.487513695913,008179,00
2021,05,018765,122,11,02,1,160502,7,6,02,3,3,8,4,2, , , , , , , , , , , ,4,5,0,1,0,0,12,0,0,0,3, , , , , , , , ,20,2, , ,0,0, ,0,0,20,20,0,0,20,2,2,175.780349731445,171.42714024294,008179,00
2021,05,018765,136,11,01,1,160502,7,6,01,3,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,2,20,0,1,0,0,1,0,1,0,0,260,1,87, , , , , , , , , ,32,32, ,347,0,0,347,0,32,315,2,2,120.341796875,105.032720707745,008179,00
2021,06,018766,074,11,01,1,160102,7,7,01,3,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,2,45,0,2,0,1,12,0,1,0,0,217,2, ,50, , , , , , , , ,0,0,0,167,0,0,167,0,0,167,2,2,89.9458084106445,84.14547862448,008010,00
2021,06,018766,074,11,05,1,160102,7,7,05,3,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,2,2,0,1,0,0,11,0,1,0,0,80,2, ,0, , , , , , , , ,0,0,0,80,0,0,80,0,0,80,2,2,136.971984863281,140.180906447287,008010,00
2021,06,018766,075,11,01,2,160102,7,7,01,3,3,8,4,3, , , , , , , , , , , ,2,0,1,1,0,0,2,0,0,0,3, , , , , , , , ,200,2, , ,0,0, ,0,0,200,200,0,0,200,2,2,198.402740478516,176.792850271008,008010,00
2021,06,018766,076,11,01,1,160102,7,7,01,3,3,6,4,11,4,2, ,2, ,2, ,2, ,2, ,2,20,0,5,0,4,12,0,1,0,0,217,2, ,78, , , , , , , , ,30,30,0,139,0,0,139,0,30,109,2,2,174.830657958984,160.390377844822,008010,00
2021,06,018766,076,11,01,2,160102,7,7,01,3,3,8,3,11,4,2, ,2, ,2, ,2, ,2, ,2,0,1,1,0,0,3,0,1,0,0,40,2, , , , , , , , , , ,0,0, ,40,0,0,40,0,0,40,2,2,174.830657958984,160.390377844822,008010,00
2021,06,018766,169,11,01,1,160102,7,7,01,3,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,2,30,0,1,0,0,10,0,1,0,0,100,2, , , , , , , , , , ,0,0, ,100,0,0,100,0,0,100,2,2,117.528030395508,107.836420989624,008010,00
2021,06,018766,170,11,01,2,160102,7,7,01,3,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,2,0,1,1,0,0,0,1,1,0,0,40,2, ,0, , , , , , , , ,0,0,0,40,0,0,40,0,0,40,2,2,198.402740478516,176.792850271008,008010,00
2021,04,018767,030,11,01,2,160402,7,7,01,1,3,8,3,11,4,2, ,2, ,2, ,2, ,2, ,2,40,0,2,0,1,12,0,1,0,0,420,1,100,50, , , , , , , , ,28,28,0,470,0,0,470,0,28,442,2,2,122.289398193359,119.889700913251,008049,00
2021,04,018767,031,11,01,2,160402,7,7,01,1,3,7,4,11,4,2, ,2, ,2, ,2, ,2, ,2,0,2,2,0,1,2,0,1,0,0,400,1,80,0, , , , , , , , ,0,0,0,480,0,0,480,0,0,480,2,2,101.374252319336,113.636996358842,008049,00
2021,04,018767,031,11,02,1,160402,7,7,01,1,3,6,3,10,1,2, ,2, ,2, ,2, ,2, ,5,1,0,3,0,2,12,0,0,2,0, , , , ,600,1,130,400, , , , ,10,10,0,0,330,0,330,0,10,320,2,2,111.521858215332,100.397740071831,008049,00
2021,04,018767,032,11,01,2,160402,7,7,02,1,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,2,10,0,2,0,1,12,0,1,0,0,50,1,15,0, , , , , , , , ,0,0,0,65,0,0,65,0,0,65,2,2,174.830657958984,160.390377844822,008049,00
2021,04,018767,094,11,01,2,160402,7,7,00,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,198.402740478516,176.792850271008,008049,00
2021,04,018767,095,11,01,1,160402,7,7,01,1,3,6,4,11,4,2, ,2, ,2, ,2, ,2, ,5,8,0,2,0,1,12,0,1,0,0,520,1,78,0, , , , , , , , ,104,104,0,598,0,0,598,0,104,494,2,2,342.110046386719,317.101620106847,008049,00
2021,04,018767,096,11,03,1,160402,7,7,03,1,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,2,2,0,2,0,1,3,0,1,0,0,400,1,25,112, , , , , , , , ,0,0,0,313,0,0,313,0,0,313,2,2,136.971984863281,140.180906447287,008049,00
2021,04,018767,096,11,03,2,160402,7,7,03,1,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,2,3,0,1,0,0,7,0,1,0,0,180,1,36,103, , , , , , , , ,0,0,0,113,0,0,113,0,0,113,2,2,136.971984863281,140.180906447287,008049,00
2021,03,018769,074,11,02,1,160301,7,8,02,3,3,8,3,10,1,2, ,2, ,2, ,2, ,2, ,2,10,0,3,0,2,12,0,0,2,0, , , , ,1364,1,87,1083, , , , ,60,60,0,0,368,0,368,0,60,308,2,2,117.41495513916,200.820041913895,007409,00
2021,03,018769,075,11,02,1,160301,7,8,02,3,3,8,4,10,1,2, ,2, ,2, ,2, ,2, ,2,5,0,2,0,1,10,0,0,2,0, , , , ,736,1,217,433, , , , ,20,20,0,0,520,0,520,0,20,500,2,2,132.770126342773,238.231544348252,007409,00
2021,03,018769,076,11,02,1,160301,7,8,02,3,3,8,3,10,1,2, ,2, ,2, ,2, ,2, ,2,10,0,2,0,1,10,0,0,2,0, , , , ,909,1,303,779, , , , ,19,19,0,0,433,0,433,0,19,414,2,2,149.653884887695,258.618548285791,007409,00
2021,03,018769,169,11,01,2,160301,7,8,01,3,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,2,20,0,2,0,1,12,0,1,0,0,100,1,50,7, , , , , , , , ,0,0,0,143,0,0,143,0,0,143,2,2,104.11336517334,180.868095685797,007409,00
2021,03,018769,169,11,02,2,160301,7,8,02,3,3,8,4,10,1,2, ,2, ,2, ,2, ,2, ,2,1,3,1,0,0,12,0,0,2,0, , , , ,100,1,20,50, , , , ,5,5, ,0,70,0,70,0,5,65,2,2,115.758544921875,184.311015231508,007409,00
2021,03,018769,170,11,01,1,160301,7,8,01,3,3,2,4,11,4,2, ,2, ,2, ,2, ,2, ,2,20,0,2,0,1,10,0,1,0,0,200,1,130, , , , , , , , , ,0,0,0,330,0,0,330,0,0,330,2,2,144.639907836914,247.692123233567,007409,00
2021,03,018769,171,11,02,1,160301,7,8,02,3,3,8,4,10,1,2, ,2, ,2, ,2, ,2, ,2,50,0,2,0,1,10,0,0,2,0, , , , ,1732,1,433,1256, , , , ,60,60,0,0,909,0,909,0,60,849,2,2,66.2339706420898,116.346749329929,007409,00
2021,08,018773,006,11,01,2,160305,7,8,01,2,3,7,4,11,4,2, ,2, ,2, ,2, ,2, ,2,5,0,1,0,0,8,0,1,0,0,450,1,75,12, , , , , , , , ,50,50, ,513,0,0,513,0,50,463,2,2,214.610580444336,217.125514460475,007368,00
2021,08,018773,068,11,01,2,160305,7,8,05,2,3,6,4,10,1,2, ,2, ,2, ,2, ,2, ,2,15,0,1,0,0,12,0,0,2,0, , , , ,450,2, ,300, , , , ,0,0, ,0,150,0,150,0,0,150,2,2,73.3184051513672,70.4640326321475,007368,00
2021,12,018774,057,11,03,1,160505,7,8,02,3,3,8,4,3, , , , , , , , , , , ,5,0,2,1,0,0,2,0,0,0,3, , , , , , , , ,40,2, ,10,0,0, ,0,0,30,30,0,0,30,2,2,123.250793457031,128.179163102292,008161,00
2021,12,018774,058,11,01,2,160505,7,8,01,3,3,6,4,10,1,2, ,2, ,2, ,2, ,2, ,2,2,0,1,0,0,12,0,0,2,0, , , , ,2000,1,150,1000, , , , ,20,20, ,0,1150,0,1150,0,20,1130,2,2,122.347007751465,111.711985263074,008161,00
2021,12,018774,059,11,01,1,160505,7,8,01,3,3,8,3,11,4,2, ,2, ,2, ,2, ,2, ,1,15,0,1,0,0,12,0,1,0,0,780,1,22,91, , , , , , , , ,0,0, ,711,0,0,711,0,0,711,2,2,105.754638671875,98.603886539955,008161,00
2021,12,018774,060,11,02,1,160505,7,8,01,3,3,6,4,10,1,2, ,2, ,2, ,2, ,2, ,2,1,0,3,0,2,12,0,0,2,0, , , , ,909,1,346,500, , , , ,100,100,0,0,755,0,755,0,100,655,2,2,87.0558624267578,90.2798157184847,008161,00
2021,12,018774,145,11,01,1,160505,7,8,01,3,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,3,21,0,1,0,0,12,0,1,0,0,90,1,65, , , , , , , , , ,0,0, ,155,0,0,155,0,0,155,2,2,157.316955566406,146.658378254534,008161,00
2021,12,018774,146,11,01,1,160505,7,8,01,3,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,2,30,0,2,0,1,12,0,1,0,0,1039,1,173,215, , , , , , , , ,0,0,0,997,0,0,997,0,0,997,2,2,80.9354705810547,76.9412704074889,008161,00
2021,06,018775,009,11,03,1,160601,7,8,02,2,3,7,4,3, , , , , , , , , , , ,5,0,2,1,0,0,2,0,0,0,3, , , , , , , , ,1299,2, ,936,0,0,0,0,0,363,363,0,0,363,2,2,136.971984863281,140.180906447287,008415,00
2021,06,018775,067,11,01,2,160601,7,8,01,2,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,3,15,0,1,0,0,5,0,1,0,0,4500,2, ,1500, , , , , , , , ,0,0,0,3000,0,0,3000,0,0,3000,2,2,122.289398193359,119.889700913251,008415,00
2021,01,018776,008,11,04,1,160704,7,6,04,3,3,8,4,1, , , , , , , , , , , ,2,0,1,1,0,0,1,0,0,2,0, , , , ,100,2, , , , , , ,0,0, ,0,0,100,100,0,0,100,2,2,116.613662719727,211.479830322013,007299,00
2021,01,018776,133,11,01,1,160704,7,6,01,3,1, ,2,10,1,2, ,2, ,1,2,2, ,2, ,2,8,0,4,0,3,6,0,0,2,0, , , , ,18000,1,750,14000, , , , ,560,620,0,0,4750,0,4750,0,620,4130,2,2,168.913879394531,266.713370065966,007299,00
2021,08,018777,009,11,01,1,160105,7,7,01,2,3,2,4,11,4,2, ,2, ,2, ,2, ,2, ,5,10,0,2,0,1,12,0,1,0,0,433,1,173, , , , , , , , , ,274,274,0,606,0,0,606,0,274,332,2,2,214.610580444336,217.125514460475,007947,00
2021,08,018777,009,11,01,2,160105,7,7,01,2,3,6,4,10,1,2, ,2, ,2, ,2, ,2, ,5,1,0,3,0,2,12,0,1,0,0,55,2, ,27, , , , , , , , ,0,0,0,28,0,0,28,0,0,28,2,2,214.610580444336,217.125514460475,007947,00
2021,08,018777,010,11,01,1,160105,7,7,01,2,3,6,4,10,1,2, ,2, ,2, ,2, ,2, ,5,5,0,2,0,1,12,0,0,0,3, , , , , , , , ,957,1,221,866,34,34,0,0,0,312,312,0,34,278,2,2,110.832580566406,102.307603361499,007947,00
2021,08,018777,010,11,02,1,160105,7,7,02,2,3,6,4,11,4,2, ,2, ,2, ,2, ,2, ,5,1,0,1,0,0,12,0,1,0,0,1039,1,130, , , , , , , , , ,120,120, ,1169,0,0,1169,0,120,1049,2,2,111.651313781738,117.388505333571,007947,00
2021,08,018777,011,11,01,1,160105,7,7,01,2,3,6,4,11,4,2, ,2, ,2, ,2, ,2, ,5,18,0,2,0,1,12,0,1,0,0,217,1,87, , , , , , , , , ,65,65,0,304,0,0,304,0,65,239,2,2,161.725952148438,148.047611996142,007947,00
2021,08,018777,201,11,01,1,160105,7,7,01,2,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,5,12,0,3,0,2,10,0,1,0,0,900,1,130,120, , , , , , , , ,270,270,0,910,0,0,910,0,270,640,2,2,214.610580444336,217.125514460475,007947,00
2021,08,018777,201,11,02,1,160105,7,7,01,2,3,6,4,1, , , , , , , , , , , ,5,5,0,1,0,0,5,0,0,0,3, , , , , , , , ,121,1,22,20,5,5, ,0,0,123,123,0,5,118,2,2,143.285552978516,143.554327595209,007947,00
2021,08,018777,203,11,01,2,160105,7,7,01,2,3,6,4,11,4,2, ,2, ,2, ,2, ,2, ,5,10,0,1,0,0,10,0,1,0,0,150,1,50,5, , , , , , , , ,0,0, ,195,0,0,195,0,0,195,2,2,142.511413574219,134.312062906872,007947,00
2021,08,018777,204,11,01,2,160105,7,7,01,2,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,5,10,0,2,0,1,10,0,1,0,0,217,1,130, , , , , , , , , ,60,60,0,347,0,0,347,0,60,287,2,2,98.0953750610352,87.9551602816673,007947,00
2021,11,018778,085,11,01,2,160404,7,7,01,4,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,2,20,0,1,0,0,10,0,1,0,0,173,1,173, , , , , , , , , ,0,0, ,346,0,0,346,0,0,346,2,2,119.451835632324,123.941381839163,008071,00
2021,11,018778,087,11,01,2,160404,7,7,01,4,3,6,4,11,4,2, ,2, ,2, ,2, ,2, ,2,20,0,1,0,0,12,0,1,0,0,433,1,87,39, , , , , , , , ,0,0, ,481,0,0,481,0,0,481,2,2,80.9354705810547,76.9412704074889,008071,00
2021,11,018778,087,11,07,1,160404,7,7,07,4,3,6,4,11,4,2, ,2, ,2, ,2, ,2, ,2,4,0,1,0,0,11,0,1,0,0,400,1,87,95, , , , , , , , ,0,0, ,392,0,0,392,0,0,392,2,2,250.707778930664,220.812293126632,008071,00
2021,11,018778,230,11,01,2,160404,7,7,01,4,3,6,4,7,1,2, ,2, ,2, ,2, ,2, ,2,10,0,1,0,0,3,0,1,0,0,1400,2, ,260, , , , , , , , ,0,0, ,0,0,1140,1140,0,0,1140,2,2,110.039031982422,109.625211572042,008071,00
2021,11,018778,232,11,01,2,160404,7,7,01,4,3,8,4,11,4,2, ,2, ,2, ,2, ,2, ,2,20,0,1,0,0,12,0,1,0,0,2000,1,300,655, , , , , , , , ,50,50, ,1645,0,0,1645,0,50,1595,2,2,178.527709960938,161.656534862884,008071,00
2021,05,018779,211,11,01,1,160202,7,7,01,4,3,8,4,2, , , , , , , , , , , ,2,0,1,1,0,0,1,0,1,0,0,2000,2, ,310, , , , , , , , ,0,0, ,1690,0,0,1690,0,0,1690,2,2,263.280731201172,259.283064755051,008275,00
2021,05,018779,215,11,01,2,160202,7,7,01,4,3,6,4,10,1,2, ,2, ,2, ,2, ,2, ,2,1,0,3,0,2,9,0,1,0,0,50,2, , , , , , , , , , ,0,0,0,50,0,0,50,0,0,50,2,2,198.402740478516,176.792850271008,008275,00
2021,05,018779,216,11,01,2,160202,7,7,01,4,3,8,4,3, , , , , , , , , , , ,2,1,0,1,0,0,9,0,0,0,3, , , , , , , , ,2598,2, ,1579,0,0, ,0,0,1019,1019,0,0,1019,2,2,342.110046386719,317.101620106847,008275,00
2021,07,018781,016,11,01,1,160103,7,8,01,4,3,2,4,11,4,2, ,2, ,2, ,2, ,2, ,2,12,0,1,0,0,12,0,1,0,0,720,1,160,35, , , , , , , , ,0,0,0,845,0,0,845,0,0,845,2,2,99.6829452514648,100.396503002979,008038,00
