AÑO,MES,CONGLOME,VIVIENDA,HOGAR,CODPERSO,ACTIVIDA,UBIGEO,DOMINIO,ESTRATO,CODINFOR,PERIODO,E24A,E24B,E24C,E24D,E24E1,E24E2,E24F,E24G,E24H,E24I,TIPOCUESTIONARIO,FACTORA07,FACTOR_P,NCONGLOME,SUB_CONGLOME
2021,02,017352,106,11,03,2,130102,1,1,03,1,1,2,22,6,0,8,24,0,2,2,2,585.249145507813,526.884473408168,010979,00
2021,03,017354,057,11,01,1,130101,1,1,01,2,1,2,30,5,0,3,36,0,2,2,2,264.585876464844,315.461102350721,010677,00
2021,01,017356,137,11,01,1,130105,1,1,01,3,1,1,41,6,0,7,66,1200,2,2,2,219.94807434082,314.690420924325,010197,00
2021,01,017356,137,11,01,1,130105,1,1,01,3,2,1,28,4,0,7,66,1200,2,2,2,219.94807434082,314.690420924325,010197,00
2021,05,017358,092,11,01,1,130111,1,1,01,1,1,1,27,6,6,0,28,0,2,1,2,365.128265380859,449.175380652808,010826,00
2021,06,017360,001,11,02,1,130102,1,1,02,1,1,1,10,3,0,2,24,0,2,1,2,801.734130859375,724.431564529766,011049,00
2021,06,017360,001,11,02,1,130102,1,1,02,1,2,2,9,3,0,2,24,0,2,1,2,801.734130859375,724.431564529766,011049,00
2021,03,017361,017,11,03,1,130102,1,1,03,4,1,2,31,5,4,0,7,0,2,1,2,448.440826416016,403.354706276799,010922,00
2021,03,017361,024,11,01,1,130102,1,1,01,4,1,1,24,4,0,8,6,0,2,1,2,464.673065185547,419.080226186989,010922,00
2021,03,017361,024,11,01,1,130102,1,1,01,4,2,2,48,3,0,8,30,0,2,1,2,464.673065185547,419.080226186989,010922,00
2021,03,017361,024,11,01,1,130102,1,1,01,4,3,2,16,4,0,8,5,0,2,1,2,464.673065185547,419.080226186989,010922,00
2021,03,017361,024,11,01,2,130102,1,1,01,4,1,2,48,3,0,3,15,0,2,1,2,464.673065185547,419.080226186989,010922,00
2021,09,017389,029,11,02,1,130101,1,1,02,3,1,2,12,3,1,0,7,0,2,1,2,62.0920104980469,62.5119460294874,010439,01
2021,09,017389,072,11,01,1,130101,1,1,01,3,1,1,14,4,1,0,30,0,2,1,2,65.6690979003906,66.6360310027563,010439,01
2021,11,017391,040,11,02,1,130111,1,1,02,2,1,1,74,4,0,2,6,0,2,1,2,16.1497211456299,16.2604280913068,045288,00
2021,02,017392,081,11,01,1,130101,1,1,01,1,1,1,23,4,0,8,32,750,2,2,2,65.1781158447266,52.0933099602098,045257,00
2021,02,017392,081,11,01,1,130101,1,1,01,1,2,1,35,4,0,8,32,750,2,2,2,65.1781158447266,52.0933099602098,045257,00
2021,02,017392,081,11,01,1,130101,1,1,01,1,3,1,32,4,0,8,32,750,2,2,2,65.1781158447266,52.0933099602098,045257,00
2021,01,017393,127,11,01,1,130101,1,1,01,3,1,1,25,4,2,0,84,950,2,1,2,77.7673873901367,60.1386395457604,010664,00
2021,01,017393,184,11,01,1,130101,1,1,01,3,1,2,32,6,0,6,28,0,2,1,2,82.6744995117188,65.7534811013442,010664,00
2021,05,017394,105,11,01,2,130111,1,1,01,4,1,2,54,3,0,4,15,0,2,1,2,67.49951171875,62.9262926742194,010813,00
2021,04,017395,003,11,01,1,130105,1,1,01,1,1,1,18,4,0,2,24,1200,2,1,2,570.971740722656,703.892982627318,010311,00
2021,10,017397,076,11,01,1,130102,1,1,01,1,1,2,21,3,0,5,35,0,2,1,2,400.132568359375,423.862216851999,045295,01
2021,10,017397,076,11,01,1,130102,1,1,01,1,2,2,12,4,0,5,6,0,2,1,2,400.132568359375,423.862216851999,045295,01
2021,12,017402,072,11,02,1,130103,1,1,01,4,1,1,47,4,8,0,28,0,2,1,2,508.113677978516,491.252718185863,011070,00
2021,12,017402,072,11,02,1,130103,1,1,01,4,2,2,20,6,8,0,3,0,2,1,2,508.113677978516,491.252718185863,011070,00
2021,02,017404,103,11,02,1,130102,1,1,02,1,1,1,50,4,0,7,24,0,2,1,2,467.498474121094,364.225533377767,011064,00
2021,02,017404,103,11,02,1,130102,1,1,02,1,2,1,24,4,0,7,25,0,2,1,2,467.498474121094,364.225533377767,011064,00
2021,03,017406,060,11,03,1,130102,1,1,03,1,1,2,12,3,2,0,8,0,2,1,2,506.741760253906,443.448010940622,010954,01
2021,07,017407,146,11,01,1,130101,1,1,01,1,1,2,26,4,0,4,60,0,2,2,2,166.924453735352,245.534727930415,010523,00
2021,07,017407,238,11,01,1,130101,1,1,01,1,1,1,65,3,0,1,98,0,2,2,2,189.444381713867,280.814136133686,010523,00
2021,08,017409,069,11,01,1,130105,1,1,01,2,1,2,40,4,1,0,48,720,2,1,2,296.540313720703,490.821272983263,010285,00
2021,08,017409,069,11,01,1,130105,1,1,01,2,2,2,38,4,1,0,48,720,2,1,2,296.540313720703,490.821272983263,010285,00
2021,05,017410,059,11,01,1,130101,1,1,01,3,1,2,49,6,5,0,5,30,2,1,2,67.49951171875,62.9262926742194,010561,00
2021,05,017410,130,11,04,1,130101,1,1,04,3,1,2,25,5,8,0,16,400,2,1,2,76.534049987793,70.7102231829513,010561,00
2021,05,017410,130,11,05,1,130101,1,1,04,3,1,2,46,4,1,0,24,0,2,1,2,82.5304870605469,76.8962887276643,010561,00
2021,11,017413,060,11,01,1,130105,1,1,01,4,1,1,40,3,0,8,8,0,2,1,2,429.378540039063,454.762496911235,010128,02
2021,11,017413,060,11,01,1,130105,1,1,01,4,2,2,8,3,0,8,7,0,2,1,2,429.378540039063,454.762496911235,010128,02
2021,11,017413,060,11,01,1,130105,1,1,01,4,3,1,14,4,0,8,8,0,2,1,2,429.378540039063,454.762496911235,010128,02
2021,09,017414,018,11,01,1,130102,1,1,01,1,1,1,11,3,2,0,12,0,2,1,2,482.545227050781,487.924815774742,048744,00
2021,09,017414,072,11,01,2,130102,1,1,01,1,1,2,41,1,1,2,10,0,2,1,2,442.485260009766,461.112951787389,048744,00
2021,09,017414,072,11,01,2,130102,1,1,01,1,2,1,16,4,1,2,24,0,2,1,2,442.485260009766,461.112951787389,048744,00
2021,10,017416,002,11,01,1,130101,1,1,01,2,1,1,17,4,2,0,35,0,2,1,2,458.168670654297,646.205755773054,010520,03
2021,10,017416,002,11,01,1,130101,1,1,01,2,2,2,33,6,8,0,45,0,2,1,2,458.168670654297,646.205755773054,010520,03
2021,07,017417,035,11,01,1,130101,1,1,01,3,1,1,55,4,0,7,40,1516,2,2,2,205.355606079102,288.579104219288,010737,00
2021,07,017417,069,11,03,1,130101,1,1,03,3,1,2,17,4,0,6,35,120,2,1,2,251.372222900391,352.881019703325,010737,00
2021,07,017417,080,11,01,1,130101,1,1,01,3,1,1,42,4,0,11,48,900,2,1,2,182.417892456055,257.266929975499,010737,00
2021,09,017421,104,11,06,1,130102,1,1,06,4,1,1,28,6,1,0,8,0,2,1,2,550.411376953125,693.813409536934,011013,00
2021,04,017423,004,11,02,1,130103,1,1,02,3,1,2,26,4,0,6,50,650,2,1,2,709.494079589844,658.933728190927,011104,01
2021,10,017425,085,11,01,1,130101,1,1,01,3,1,1,25,5,1,0,42,900,2,2,2,290.107818603516,340.28300687088,010565,00
2021,12,017427,058,11,02,1,130105,1,1,02,3,1,1,54,3,20,1,70,0,2,1,2,366.787963867188,527.065880973865,010215,00
2021,02,017428,028,11,01,1,130101,1,1,01,2,1,2,21,4,2,0,15,0,2,1,2,416.595367431641,539.044623599481,010619,00
2021,08,017429,054,11,01,1,130103,1,1,01,1,1,1,55,3,2,0,48,250,2,2,2,346.000579833984,336.346315000245,011102,00
2021,11,017430,015,11,02,1,130102,1,1,02,1,1,1,24,4,0,2,48,950,2,2,2,528.767822265625,560.573469354182,010966,00
2021,11,017430,098,11,02,1,130102,1,1,02,1,1,1,11,3,2,0,14,0,2,1,2,400.132568359375,423.862216851999,010966,00
2021,02,017432,013,11,01,1,130105,1,1,01,2,1,2,15,4,0,2,6,0,2,1,2,407.661468505859,366.606387438455,048679,00
2021,02,017432,118,11,01,1,130105,1,1,01,2,1,1,16,4,0,1,48,0,2,1,2,464.673004150391,419.080183418007,048679,00
2021,12,017435,023,11,01,1,130205,1,4,01,1,1,2,37,3,0,6,49,0,2,1,2,904.590637207031,865.095211384383,009952,00
2021,12,017435,023,11,03,1,130205,1,4,03,1,1,2,37,3,0,5,8,0,2,1,2,895.283752441406,866.266535411364,009952,00
2021,07,017436,109,11,01,1,130107,1,4,01,1,1,1,62,1,0,11,48,1500,1,2,2,235.975540161133,219.429224138025,011262,00
2021,07,017436,109,11,01,1,130107,1,4,01,1,2,1,55,1,0,11,48,1500,1,2,2,235.975540161133,219.429224138025,011262,00
2021,07,017436,109,11,01,1,130107,1,4,01,1,3,1,19,4,0,11,48,1500,1,2,2,235.975540161133,219.429224138025,011262,00
2021,07,017436,109,11,01,1,130107,1,4,01,1,4,2,25,6,0,11,48,250,1,2,2,235.975540161133,219.429224138025,011262,00
2021,07,017436,109,11,01,1,130107,1,4,01,1,5,2,25,6,0,11,48,800,1,2,2,235.975540161133,219.429224138025,011262,00
2021,10,017438,028,11,02,1,131201,1,4,02,3,1,1,47,4,1,3,6,0,2,1,2,454.114776611328,484.764429326412,011992,02
2021,10,017438,028,11,02,1,131201,1,4,02,3,2,1,11,3,1,3,7,0,2,1,2,454.114776611328,484.764429326412,011992,02
2021,10,017438,028,11,02,1,131201,1,4,02,3,3,1,14,4,1,3,1,0,2,1,2,454.114776611328,484.764429326412,011992,02
2021,10,017438,028,11,02,2,131201,1,4,02,3,1,1,47,4,0,6,6,0,2,1,2,454.114776611328,484.764429326412,011992,02
2021,10,017438,079,11,08,2,131201,1,4,08,3,1,2,18,4,0,8,2,0,2,1,2,574.440490722656,609.172203692647,011992,02
2021,10,017438,105,11,02,1,131201,1,4,02,3,1,2,13,4,0,1,14,0,2,1,2,429.378540039063,454.762496911235,011992,02
2021,05,017441,021,11,02,1,130702,1,4,02,2,1,1,16,4,0,5,7,0,2,1,2,731.989929199219,684.952919172042,009789,00
2021,05,017441,021,11,02,1,130702,1,4,02,2,2,2,10,3,0,5,7,0,2,1,2,731.989929199219,684.952919172042,009789,00
2021,05,017441,064,11,01,1,130702,1,4,01,2,1,2,20,6,5,0,10,0,2,1,2,644.975708007813,598.900507537077,009789,00
2021,05,017441,125,11,01,1,130702,1,4,01,2,1,2,50,3,20,0,70,0,2,1,2,671.946411132813,627.517322024189,009789,00
2021,06,017443,061,11,01,1,130402,1,5,01,4,1,1,71,5,0,8,48,0,2,1,2,439.291564941406,472.986135573624,009638,00
2021,06,017443,061,11,01,1,130402,1,5,01,4,2,1,12,4,0,8,5,0,2,1,2,439.291564941406,472.986135573624,009638,00
2021,06,017443,080,11,01,1,130402,1,5,01,4,1,1,58,3,0,9,48,303,2,2,2,426.488922119141,461.9122829965,009638,00
2021,06,017443,080,11,02,1,130402,1,5,02,4,1,2,24,6,2,0,48,600,2,1,2,450.320678710938,485.037738480682,009638,00
2021,06,017443,080,11,04,1,130402,1,5,04,4,1,2,30,5,0,6,48,0,2,1,2,508.866058349609,533.250359953843,009638,00
2021,06,017443,116,11,02,1,130402,1,5,02,4,1,1,45,3,0,2,14,0,2,1,2,439.291564941406,472.986135573624,009638,00
2021,09,017446,003,11,01,1,130106,1,4,01,3,1,2,36,4,0,1,10,0,2,1,2,282.917724609375,251.406396524426,011235,00
2021,09,017446,081,11,01,1,130106,1,4,01,3,1,1,21,5,0,3,30,0,2,1,2,415.868621826172,367.613942234825,011235,00
2021,09,017446,081,11,01,1,130106,1,4,01,3,2,2,21,4,0,3,42,0,2,1,2,415.868621826172,367.613942234825,011235,00
2021,10,017448,042,11,01,1,130208,1,4,01,4,1,2,25,4,0,1,18,0,2,1,2,677.48486328125,655.003624247817,010021,00
2021,10,017448,090,11,01,1,130208,1,4,01,4,1,2,20,4,1,0,45,0,2,1,2,523.232238769531,500.085053905577,010021,00
2021,10,017448,090,11,02,2,130208,1,4,02,4,1,2,60,3,0,1,7,0,2,1,2,891.645568847656,853.848725558812,010021,00
2021,08,017450,052,11,01,1,130702,1,4,01,4,1,2,20,4,0,2,12,0,2,1,2,440.567810058594,461.334849646323,009767,00
2021,08,017450,052,11,03,1,130702,1,4,03,4,1,2,43,4,0,2,10,0,2,1,2,510.909118652344,525.832535878365,009767,00
2021,08,017450,052,11,03,1,130702,1,4,03,4,2,1,23,5,0,2,5,0,2,1,2,510.909118652344,525.832535878365,009767,00
2021,08,017450,093,11,01,1,130702,1,4,01,4,1,2,34,3,2,0,10,0,2,1,2,520.352600097656,530.610791796414,009767,00
2021,08,017450,093,11,02,2,130702,1,4,02,4,1,1,32,3,0,3,8,0,2,1,2,482.545227050781,487.924815774742,009767,00
2021,08,017450,093,11,02,2,130702,1,4,02,4,2,2,13,4,0,3,3,0,2,1,2,482.545227050781,487.924815774742,009767,00
2021,08,017450,132,11,01,1,130702,1,4,01,4,1,1,50,3,0,2,56,1200,2,2,2,404.429016113281,422.650376841126,009767,00
2021,01,017453,003,11,02,1,130401,1,4,02,3,1,2,19,4,3,0,8,0,2,1,2,484.210388183594,417.155305807394,009703,00
2021,01,017453,003,11,02,1,130401,1,4,02,3,2,1,28,6,3,0,5,0,2,1,2,484.210388183594,417.155305807394,009703,00
2021,01,017453,003,11,02,1,130401,1,4,02,3,3,1,62,6,3,0,5,0,2,1,2,484.210388183594,417.155305807394,009703,00
2021,01,017453,021,11,01,1,130401,1,4,01,3,1,1,33,4,0,1,24,150,2,2,2,837.127685546875,721.63535910374,009703,00
2021,01,017453,110,11,01,1,130401,1,4,01,3,1,1,43,4,0,1,60,2000,2,1,2,714.639465332031,624.589526858886,009703,00
2021,03,017457,060,11,02,1,131202,1,4,02,4,1,1,69,4,1,0,40,0,2,1,2,448.440765380859,403.354665112675,048829,00
2021,05,017481,010,11,01,1,130104,1,3,01,1,1,2,30,4,0,2,18,0,2,1,2,741.331298828125,672.50418638704,011174,00
2021,05,017481,026,11,02,1,130104,1,3,02,1,1,1,13,4,0,2,3,0,2,1,2,692.117431640625,642.561378156682,011174,00
2021,05,017481,091,11,01,1,130104,1,3,01,1,1,1,21,4,1,0,30,500,2,1,2,864.549926757813,787.808272155836,011174,00
2021,03,017483,125,11,01,1,131101,1,5,01,3,1,1,20,3,0,6,48,0,2,1,2,714.639465332031,624.589526827031,011329,00
2021,06,017484,030,11,02,1,130206,1,5,02,4,1,2,23,6,0,4,6,0,2,1,2,388.582305908203,365.277766600024,010045,00
2021,07,017485,116,11,02,1,130702,1,4,02,4,1,1,29,4,0,5,8,0,2,1,2,723.886596679688,692.480741852609,009774,00
2021,02,017486,051,11,01,1,130202,1,5,01,3,1,1,18,4,6,0,17,0,2,1,2,479.843505859375,403.354665112675,010108,00
2021,02,017488,060,11,02,1,130208,1,4,02,3,1,1,50,4,0,9,24,0,2,2,2,436.208557128906,366.606387438455,009987,00
2021,02,017488,060,11,02,1,130208,1,4,02,3,2,2,27,6,0,9,16,0,2,1,2,436.208557128906,366.606387438455,009987,00
2021,09,017489,004,11,01,1,131202,1,4,01,2,1,2,10,3,0,8,7,0,2,1,2,416.569458007813,432.782967242148,048842,00
2021,09,017489,035,11,02,1,131202,1,4,02,2,1,2,16,4,0,1,12,0,2,1,2,482.545227050781,487.924815774743,048842,00
2021,10,017491,036,11,02,1,130202,1,5,02,2,1,2,49,4,30,0,14,0,2,1,2,326.583587646484,302.001149828173,010102,00
2021,10,017491,036,11,02,1,130202,1,5,02,2,2,2,53,4,35,0,14,0,2,1,2,326.583587646484,302.001149828173,010102,00
2021,11,017493,058,11,02,1,130104,1,3,02,2,1,1,30,6,0,7,6,0,2,1,2,585.924438476563,512.704806616213,011129,01
2021,09,017495,136,11,01,1,130402,1,5,01,2,1,2,19,5,2,5,14,0,2,1,2,440.567810058594,461.334849646323,009624,00
2021,08,017498,008,11,02,1,130104,1,3,02,1,1,1,59,6,1,0,42,0,2,1,2,300.148834228516,403.376156030845,011143,03
2021,09,017499,012,11,01,1,130704,1,4,01,3,1,2,67,3,30,0,72,0,2,1,2,316.819213867188,309.766809830857,009853,01
2021,09,017499,061,11,02,1,130704,1,4,02,3,1,1,71,3,0,1,21,0,2,1,2,363.761383056641,355.097533511212,009853,01
2021,09,017499,079,11,02,1,130704,1,4,02,3,1,2,72,4,0,7,7,0,2,1,2,459.833129882813,461.334849646323,009853,01
2021,04,017500,047,11,01,1,130104,1,3,01,2,1,1,19,5,0,4,48,840,2,2,2,861.183776855469,790.997090681713,011162,01
2021,04,017500,047,11,01,1,130104,1,3,01,2,2,1,17,4,0,4,48,840,2,2,2,861.183776855469,790.997090681713,011162,01
2021,12,017501,013,11,02,2,130402,1,5,02,3,1,2,13,4,0,3,14,0,2,1,2,621.401062011719,651.799432843164,048643,00
2021,06,017502,034,11,02,1,130107,1,4,02,3,1,1,48,4,1,6,4,0,2,1,2,439.291564941406,472.986135573624,048780,00
2021,06,017502,069,11,02,1,130107,1,4,02,3,1,1,33,3,4,0,21,0,2,1,2,508.866058349609,533.250359953843,048780,00
2021,06,017502,069,11,02,1,130107,1,4,02,3,2,2,24,4,0,6,24,0,2,1,2,508.866058349609,533.250359953843,048780,00
2021,06,017502,069,11,04,1,130107,1,4,04,3,1,1,19,4,0,6,2,35,2,2,2,538.777099609375,574.679499724464,048780,00
2021,06,017504,098,11,02,1,130106,1,4,02,3,1,2,29,4,0,2,24,0,2,1,2,388.582305908203,365.277766600023,011206,00
2021,12,017505,043,11,01,1,130401,1,4,01,2,1,2,77,3,5,0,6,0,2,1,2,778.697204589844,735.502264335735,009682,00
2021,12,017505,043,11,03,1,130401,1,4,03,2,1,2,55,4,3,0,12,0,2,1,2,608.243774414063,576.608626796273,009682,00
2021,07,017506,059,11,01,1,130705,1,5,01,2,1,2,29,3,2,0,10,0,2,1,2,227.0302734375,226.398790752818,009831,00
2021,05,017507,079,11,01,1,130104,1,3,01,1,1,1,21,4,2,0,48,1212,2,2,2,548.735656738281,579.901629458131,011187,01
2021,09,017509,115,11,01,1,130104,1,3,01,2,1,2,13,4,1,0,5,0,2,1,2,440.567810058594,461.334849646323,011188,00
2021,09,017509,115,11,01,1,130104,1,3,01,2,2,1,10,3,1,0,5,0,2,1,2,440.567810058594,461.334849646323,011188,00
2021,10,017512,023,11,01,1,130901,4,4,01,3,1,1,20,6,5,0,12,0,2,1,2,314.150482177734,319.957638074843,045327,03
2021,10,017512,023,11,01,2,130901,4,4,01,3,1,1,13,4,2,0,15,0,2,1,2,314.150482177734,319.957638074843,045327,03
2021,04,017514,011,11,02,1,130809,4,5,02,4,1,1,14,4,1,4,20,0,2,2,2,265.280151367188,283.781428552778,011696,00
2021,04,017514,115,11,02,1,130809,4,5,02,4,1,2,19,6,0,2,20,400,2,1,2,383.916168212891,406.736649214563,011696,00
2021,11,017515,044,11,01,1,130808,4,5,01,2,1,1,61,3,10,0,72,0,2,1,2,276.806304931641,279.760530205518,011716,00
2021,11,017515,092,11,02,1,130808,4,5,02,2,1,1,54,4,30,0,20,0,2,2,2,304.495880126953,307.803461257846,011716,00
2021,11,017515,163,11,02,1,130808,4,5,02,2,1,2,12,4,1,0,28,0,2,1,2,314.150482177734,319.957638074843,011716,00
2021,08,017520,002,11,01,1,130901,4,4,01,4,1,1,16,4,2,0,9,0,2,1,2,598.169189453125,622.675359489797,011543,00
2021,08,017520,108,11,01,1,130901,4,4,01,4,1,2,33,3,5,0,30,0,2,1,2,790.469543457031,823.511208767254,011543,00
2021,12,017521,001,11,02,1,131006,4,5,02,1,1,1,50,4,0,3,40,850,2,2,2,344.082824707031,338.399042979461,011813,00
2021,12,017521,001,11,02,1,131006,4,5,02,1,2,1,30,4,0,3,40,850,2,2,2,344.082824707031,338.399042979461,011813,00
2021,12,017521,001,11,02,1,131006,4,5,02,1,3,1,24,4,0,3,40,850,2,2,2,344.082824707031,338.399042979461,011813,00
2021,12,017521,001,11,02,1,131006,4,5,02,1,4,1,18,4,0,2,40,850,2,2,2,344.082824707031,338.399042979461,011813,00
2021,03,017522,026,11,02,1,131001,4,5,02,4,1,1,56,3,5,0,5,0,2,1,2,293.476776123047,249.454135019926,011833,00
2021,03,017522,047,11,01,1,131001,4,5,01,4,1,1,14,4,0,3,15,0,2,1,2,292.4833984375,244.05981186724,011833,00
2021,03,017522,132,11,02,1,131001,4,5,02,4,1,1,51,4,1,5,24,0,2,1,2,293.476776123047,249.454135019926,011833,00
2021,03,017522,132,11,02,1,131001,4,5,02,4,2,1,21,6,1,5,6,0,2,1,2,293.476776123047,249.454135019926,011833,00
2021,05,017523,103,11,02,1,130901,4,4,02,4,1,2,15,4,0,7,10,0,2,1,2,265.280151367188,283.781428552778,011534,00
2021,05,017523,103,11,02,2,130901,4,4,02,4,1,2,15,4,7,0,24,0,2,1,2,265.280151367188,283.781428552778,011534,00
2021,06,017525,024,11,02,1,130803,4,5,02,3,1,2,16,4,4,0,28,0,2,1,2,271.9404296875,291.012129057706,011738,00
2021,06,017525,024,11,02,1,130803,4,5,02,3,2,2,32,4,0,2,37,0,2,1,2,271.9404296875,291.012129057706,011738,00
2021,09,017529,143,11,03,1,131202,1,7,03,4,1,2,50,3,0,2,5,0,2,1,2,465.493133544922,496.300312083489,012044,00
2021,09,017529,143,11,03,1,131202,1,7,03,4,2,1,23,3,0,2,2,0,2,1,2,465.493133544922,496.300312083489,012044,00
2021,11,017534,154,11,02,2,130702,1,7,02,3,1,1,51,4,1,0,6,0,2,1,2,160.110610961914,171.645764408872,009816,00
2021,11,017534,154,11,02,2,130702,1,7,02,3,2,1,11,3,1,0,7,0,2,1,2,160.110610961914,171.645764408872,009816,00
2021,12,017535,011,11,01,1,130107,1,8,01,1,1,2,11,3,1,0,7,0,2,1,2,212.754623413086,229.3918570639,011304,00
2021,08,017536,065,11,04,1,130106,1,7,04,2,1,2,85,1,3,0,3,0,2,1,2,151.357955932617,162.215903932638,011244,00
2021,08,017536,065,11,04,1,130106,1,7,04,2,2,1,17,4,3,0,24,0,2,1,2,151.357955932617,162.215903932638,011244,00
2021,08,017536,582,11,02,1,130106,1,7,02,2,1,2,56,5,0,11,69,0,2,1,2,465.493133544922,496.300312083489,011244,00
2021,08,017536,587,11,02,1,130106,1,7,02,2,1,1,39,3,1,3,60,0,2,1,2,310.595733642578,339.755150759453,011244,00
2021,08,017536,587,11,02,1,130106,1,7,02,2,2,1,15,4,1,3,6,0,2,2,2,310.595733642578,339.755150759453,011244,00
2021,08,017536,588,11,01,1,130106,1,7,01,2,1,2,15,4,4,0,36,0,2,1,2,201.124099731445,216.789546637271,011244,00
2021,08,017536,588,11,01,2,130106,1,7,01,2,1,1,46,3,18,0,7,0,2,1,2,201.124099731445,216.789546637271,011244,00
2021,08,017536,588,11,01,2,130106,1,7,01,2,2,2,15,4,4,0,24,0,2,2,2,201.124099731445,216.789546637271,011244,00
2021,04,017540,006,11,01,1,131104,4,6,01,1,1,1,25,4,1,0,48,779,2,2,2,163.997680664063,175.523653658916,011370,00
2021,04,017540,006,11,01,1,131104,4,6,01,1,2,1,28,3,1,0,48,779,2,2,2,163.997680664063,175.523653658916,011370,00
2021,04,017540,006,11,02,1,131104,4,6,01,1,1,2,44,3,0,2,77,1480,2,2,2,200.798217773438,214.103472881708,011370,00
2021,04,017540,006,11,02,1,131104,4,6,01,1,2,1,61,3,2,0,10,0,2,1,2,200.798217773438,214.103472881708,011370,00
2021,04,017540,006,11,02,2,131104,4,6,02,1,1,1,61,3,3,0,5,0,1,1,2,200.798217773438,214.103472881708,011370,00
2021,03,017541,059,11,01,2,130602,4,7,01,2,1,2,22,4,5,0,48,0,2,1,2,342.335357666016,279.505648215708,011501,00
2021,03,017541,059,11,01,2,130602,4,7,01,2,2,2,16,4,5,0,48,0,2,1,2,342.335357666016,279.505648215708,011501,00
2021,04,017543,111,11,01,2,130614,4,7,01,2,1,2,56,1,20,0,4,0,2,1,2,166.50456237793,167.740743307279,011431,00
2021,04,017543,111,11,02,1,130614,4,7,02,2,1,1,77,3,0,2,5,0,2,1,2,200.798217773438,214.103472881708,011431,00
2021,05,017544,053,11,01,2,130908,4,7,01,4,1,2,30,6,0,6,36,800,2,2,2,318.330871582031,340.420174240535,011648,00
2021,07,017545,059,11,02,2,130611,4,8,02,4,1,2,15,4,0,1,7,0,2,1,2,425.097930908203,451.002976472391,011491,00
2021,11,017547,105,11,02,1,130809,4,7,02,3,1,2,21,4,2,0,48,0,2,1,2,174.521560668945,186.124556730672,011699,00
2021,09,017558,011,11,01,1,130502,4,6,01,2,1,2,57,4,9,0,14,0,2,1,2,168.473434448242,176.234569285454,048814,00
2021,09,017558,011,11,01,1,130502,4,6,01,2,2,1,18,5,2,0,21,0,2,1,2,168.473434448242,176.234569285454,048814,00
2021,09,017558,011,11,01,2,130502,4,6,01,2,1,2,57,4,2,0,7,0,2,1,2,168.473434448242,176.234569285454,048814,00
2021,09,017558,011,11,01,2,130502,4,6,01,2,2,1,18,5,2,0,7,0,2,1,2,168.473434448242,176.234569285454,048814,00
2021,01,017563,294,11,01,2,130503,4,7,01,4,1,1,11,3,3,0,7,0,2,1,2,313.899963378906,243.90765947187,011896,00
2021,01,017563,295,11,02,1,130503,4,7,02,4,1,2,11,3,7,0,28,0,2,1,2,221.676864624023,178.345795879836,011896,00
2021,01,017563,295,11,02,1,130503,4,7,02,4,2,1,39,3,10,0,12,0,2,1,2,221.676864624023,178.345795879836,011896,00
2021,11,017565,077,11,01,2,130602,4,6,01,2,1,1,19,4,0,11,7,20,2,1,2,174.666595458984,186.726058657679,048801,00
2021,07,017566,038,11,02,1,130901,4,7,02,2,1,1,39,3,0,2,1,0,2,1,2,233.126052856445,251.4433016173,011576,00
2021,07,017566,208,11,01,2,130901,4,7,01,2,1,1,67,3,0,4,6,0,2,1,2,312.293090820313,325.346114556814,011576,00
2021,07,017566,208,11,01,2,130901,4,7,01,2,2,2,70,1,0,4,5,0,2,1,2,312.293090820313,325.346114556814,011576,00
2021,07,017566,208,11,01,2,130901,4,7,01,2,3,2,16,4,0,4,6,0,2,1,2,312.293090820313,325.346114556814,011576,00
2021,07,017566,212,11,01,2,130901,4,7,01,2,1,2,65,1,0,6,7,0,2,1,2,215.689376831055,221.839440903919,011576,00
2021,06,017574,072,11,01,1,140101,1,1,01,2,1,2,45,6,20,0,48,930,1,1,2,198.032699584961,192.885096485602,003493,01
2021,06,017574,072,11,01,1,140101,1,1,01,2,2,1,99,5,15,0,48,930,1,2,2,198.032699584961,192.885096485602,003493,01
2021,06,017574,072,11,01,1,140101,1,1,01,2,3,1,99,4,20,0,48,930,1,2,2,198.032699584961,192.885096485602,003493,01
2021,06,017574,072,11,01,1,140101,1,1,01,2,4,1,99,4,20,0,48,930,1,2,2,198.032699584961,192.885096485602,003493,01
2021,06,017574,072,11,01,1,140101,1,1,01,2,5,1,99,5,5,0,48,930,1,2,2,198.032699584961,192.885096485602,003493,01
2021,06,017574,072,11,01,1,140101,1,1,01,2,6,1,99,5,10,0,48,930,1,2,2,198.032699584961,192.885096485602,003493,01
2021,06,017574,072,11,01,1,140101,1,1,01,2,7,1,99,5,5,0,48,930,1,2,2,198.032699584961,192.885096485602,003493,01
2021,06,017574,072,11,01,1,140101,1,1,01,2,8,1,99,5,3,0,48,930,1,2,2,198.032699584961,192.885096485602,003493,01
2021,06,017574,072,11,01,1,140101,1,1,01,2,9,1,99,6,4,0,48,930,1,2,2,198.032699584961,192.885096485602,003493,01
2021,06,017574,072,11,03,1,140101,1,1,03,2,1,2,21,5,0,10,48,950,2,2,2,233.600250244141,230.475780948817,003493,01
2021,12,017575,120,11,01,1,140106,1,1,01,4,1,2,20,5,0,6,54,600,2,2,2,13.3564901351929,13.673433572432,003894,01
